Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
ammoEftUraniumFlechetteShotgunDesc,,,,,[66FF66]Uranium-tipped 12ga Flechette ammunition[FFFFFF] with [FF4500]enhanced damage (+35%)[FFFFFF] and [66FF66]radiation poisoning[FFFFFF]. Causes [FF6B6B]continuous damage[FFFFFF],,,,,,,,,,,,,[66FF66] 鈾尖 12ga Flechette 彈藥 [FFFFFF] 具有 [FF4500] 增強傷害 (+35%) [FFFFFF] 和 [66FF66] 輻射中毒 [FFFFFF] 。造成[FF6B6B]持續傷害[FFFFFF]
ammoBundleEftUraniumFlechetteShotgun,,,,,Uranium 12ga Flechette Bundle,,,,,,,,,,,,,鈾 12ga Flechette 捆綁包
ammoBundleEftUraniumFlechetteShotgunDesc,,,,,A bundle of [66FF66]uranium-tipped[FFFFFF] 12ga Flechette ammunition.,,,,,,,,,,,,,一束[66FF66]鈾頭[FFFFFF]12ga Flechette彈藥。
ammoEftIncendiaryFlechetteShotgun,,,,,Incendiary 12ga Flechette,,,,,,,,,,,,,燃燒彈 12ga 箭彈
ammoEftIncendiaryFlechetteShotgunDesc,,,,,[FF6600]Incendiary 12ga Flechette ammunition[FFFFFF] loaded with [FF4500]napalm gel[FFFFFF]. [FF0000]Sets targets on fire[FFFFFF] causing [FF6600]burning damage over time[FFFFFF]. Slightly [FFA500]reduced base damage (-25%)[FFFFFF] but [FF4500]devastating sustained damage[FFFFFF]. [00FFFF]Ineffective underwater[FFFFFF].,,,,,,,,,,,,,[FF6600] 燃燒彈 12ga Flechette 彈藥 [FFFFFF] 裝有 [FF4500] 凝固汽油彈 [FFFFFF] 。 [FF0000]使目標起火[FFFFFF]造成[FF6600]持續燃燒傷害[FFFFFF]。 [FFA500]稍微降低基礎傷害（-25%）[FFFFFF]但[FF4500]毀滅性的持續傷害[FFFFFF]。 [00FFFF]水下無效[FFFFFF]。
ammoBundleEftIncendiaryFlechetteShotgun,,,,,Incendiary 12ga Flechette Bundle,,,,,,,,,,,,,燃燒彈 12ga Flechette 捆綁包
ammoBundleEftIncendiaryFlechetteShotgunDesc,,,,,A bundle of [FF6600]incendiary[FFFFFF] 12ga Flechette ammunition.,,,,,,,,,,,,,一捆[FF6600]燃燒彈[FFFFFF]12ga Flechette彈藥。
ammoEftUraniumShrapnel25Shotgun,,,,,Uranium 12ga Shrapnel-25,,,,,,,,,,,,,鈾 12ga Shrapnel-25
ammoEftUraniumShrapnel25ShotgunDesc,,,,,[66FF66]Uranium-tipped 12ga Shrapnel-25 ammunition[FFFFFF] with [FF4500]enhanced damage (+35%)[FFFFFF] and [66FF66]radiation poisoning[FFFFFF]. Causes [FF6B6B]continuous damage[FFFFFF],,,,,,,,,,,,,[66FF66] 鈾尖 12ga Shrapnel-25 彈藥 [FFFFFF] 具有 [FF4500] 增強傷害 (+35%) [FFFFFF] 和 [66FF66] 輻射中毒 [FFFFFF] 。造成[FF6B6B]持續傷害[FFFFFF]
ammoBundleEftUraniumShrapnel25Shotgun,,,,,Uranium 12ga Shrapnel-25 Bundle,,,,,,,,,,,,,鈾 12ga Shrapnel-25 捆綁包
ammoBundleEftUraniumShrapnel25ShotgunDesc,,,,,A bundle of [66FF66]uranium-tipped[FFFFFF] 12ga Shrapnel-25 ammunition.,,,,,,,,,,,,,一捆[66FF66]鈾頭[FFFFFF]12ga Shrapnel-25彈藥。
ammoEftIncendiaryShrapnel25Shotgun,,,,,Incendiary 12ga Shrapnel-25,,,,,,,,,,,,,燃燒彈 12ga Shrapnel-25
ammoEftIncendiaryShrapnel25ShotgunDesc,,,,,[FF6600]Incendiary 12ga Shrapnel-25 ammunition[FFFFFF] loaded with [FF4500]napalm gel[FFFFFF]. [FF0000]Sets targets on fire[FFFFFF] causing [FF6600]burning damage over time[FFFFFF]. Slightly [FFA500]reduced base damage (-25%)[FFFFFF] but [FF4500]devastating sustained damage[FFFFFF]. [00FFFF]Ineffective underwater[FFFFFF].,,,,,,,,,,,,,[FF6600] 燃燒彈 12ga Shrapnel-25 彈藥 [FFFFFF] 裝有 [FF4500] 凝固汽油彈 [FFFFFF] 。 [FF0000]使目標起火[FFFFFF]造成[FF6600]持續燃燒傷害[FFFFFF]。 [FFA500]稍微降低基礎傷害（-25%）[FFFFFF]但[FF4500]毀滅性的持續傷害[FFFFFF]。 [00FFFF]水下無效[FFFFFF]。
ammoBundleEftIncendiaryShrapnel25Shotgun,,,,,Incendiary 12ga Shrapnel-25 Bundle,,,,,,,,,,,,,燃燒彈 12ga Shrapnel-25 捆綁包
ammoBundleEftIncendiaryShrapnel25ShotgunDesc,,,,,A bundle of [FF6600]incendiary[FFFFFF] 12ga Shrapnel-25 ammunition.,,,,,,,,,,,,,一捆[FF6600]燃燒彈[FFFFFF]12ga Shrapnel-25彈藥。
ammoEftUraniumBarricadeSlug,,,,,Uranium 12ga Barricade Slug,,,,,,,,,,,,,鈾 12ga 路障子彈
ammoEftUraniumBarricadeSlugDesc,,,,,[66FF66]Uranium-tipped 12ga Barricade Slug ammunition[FFFFFF] with [FF4500]enhanced damage (+35%)[FFFFFF] and [66FF66]radiation poisoning[FFFFFF]. Causes [FF6B6B]continuous damage[FFFFFF],,,,,,,,,,,,,[66FF66] 鈾尖 12ga 路障子彈彈藥 [FFFFFF] 具有 [FF4500] 增強傷害 (+35%) [FFFFFF] 和 [66FF66] 輻射中毒 [FFFFFF] 。造成[FF6B6B]持續傷害[FFFFFF]
ammoBundleEftUraniumBarricadeSlug,,,,,Uranium 12ga Barricade Slug Bundle,,,,,,,,,,,,,鈾 12ga 路障子彈包
ammoBundleEftUraniumBarricadeSlugDesc,,,,,A bundle of [66FF66]uranium-tipped[FFFFFF] 12ga Barricade Slug ammunition.,,,,,,,,,,,,,一束[66FF66]鈾頭[FFFFFF]12ga Barricade Slug彈藥。
ammoEftIncendiaryBarricadeSlug,,,,,Incendiary 12ga Barricade Slug,,,,,,,,,,,,,燃燒彈 12ga 路障子彈
ammoEftIncendiaryBarricadeSlugDesc,,,,,[FF6600]Incendiary 12ga Barricade Slug ammunition[FFFFFF] loaded with [FF4500]napalm gel[FFFFFF]. [FF0000]Sets targets on fire[FFFFFF] causing [FF6600]burning damage over time[FFFFFF]. Slightly [FFA500]reduced base damage (-25%)[FFFFFF] but [FF4500]devastating sustained damage[FFFFFF]. [00FFFF]Ineffective underwater[FFFFFF].,,,,,,,,,,,,,[FF6600] 燃燒彈 12ga 路障子彈彈藥 [FFFFFF] 裝有 [FF4500] 凝固汽油彈 [FFFFFF] 。 [FF0000]使目標起火[FFFFFF]造成[FF6600]持續燃燒傷害[FFFFFF]。 [FFA500]稍微降低基礎傷害（-25%）[FFFFFF]但[FF4500]毀滅性的持續傷害[FFFFFF]。 [00FFFF]水下無效[FFFFFF]。
ammoBundleEftIncendiaryBarricadeSlug,,,,,Incendiary 12ga Barricade Slug Bundle,,,,,,,,,,,,,燃燒彈 12ga 路障彈包
ammoBundleEftIncendiaryBarricadeSlugDesc,,,,,A bundle of [FF6600]incendiary[FFFFFF] 12ga Barricade Slug ammunition.,,,,,,,,,,,,,一捆[FF6600]燃燒彈[FFFFFF]12ga Barricade Slug彈藥。
ammoEftUraniumAP20Slug,,,,,Uranium 12ga AP-20 Slug,,,,,,,,,,,,,鈾 12ga AP-20 彈頭
ammoEftUraniumAP20SlugDesc,,,,,[66FF66]Uranium-tipped 12ga AP-20 Slug ammunition[FFFFFF] with [FF4500]enhanced damage (+35%)[FFFFFF] and [66FF66]radiation poisoning[FFFFFF]. Causes [FF6B6B]continuous damage[FFFFFF],,,,,,,,,,,,,[66FF66] 鈾尖 12ga AP-20 Slug 彈藥 [FFFFFF] 具有 [FF4500] 增強傷害 (+35%) [FFFFFF] 和 [66FF66] 輻射中毒 [FFFFFF] 。造成[FF6B6B]持續傷害[FFFFFF]
ammoBundleEftUraniumAP20Slug,,,,,Uranium 12ga AP-20 Slug Bundle,,,,,,,,,,,,,鈾 12ga AP-20 子彈束
ammoBundleEftUraniumAP20SlugDesc,,,,,A bundle of [66FF66]uranium-tipped[FFFFFF] 12ga AP-20 Slug ammunition.,,,,,,,,,,,,,一束[66FF66]鈾頭[FFFFFF]12ga AP-20 Slug彈藥。
ammoEftIncendiaryAP20Slug,,,,,Incendiary 12ga AP-20 Slug,,,,,,,,,,,,,燃燒彈 12ga AP-20 Slug
ammoEftIncendiaryAP20SlugDesc,,,,,[FF6600]Incendiary 12ga AP-20 Slug ammunition[FFFFFF] loaded with [FF4500]napalm gel[FFFFFF]. [FF0000]Sets targets on fire[FFFFFF] causing [FF6600]burning damage over time[FFFFFF]. Slightly [FFA500]reduced base damage (-25%)[FFFFFF] but [FF4500]devastating sustained damage[FFFFFF]. [00FFFF]Ineffective underwater[FFFFFF].,,,,,,,,,,,,,[FF6600] 燃燒彈 12ga AP-20 Slug 彈藥 [FFFFFF] 裝有 [FF4500] 凝固汽油彈 [FFFFFF] 。 [FF0000]使目標起火[FFFFFF]造成[FF6600]持續燃燒傷害[FFFFFF]。 [FFA500]稍微降低基礎傷害（-25%）[FFFFFF]但[FF4500]毀滅性的持續傷害[FFFFFF]。 [00FFFF]水下無效[FFFFFF]。
ammoBundleEftIncendiaryAP20Slug,,,,,Incendiary 12ga AP-20 Slug Bundle,,,,,,,,,,,,,燃燒彈 12ga AP-20 Slug 套裝
ammoBundleEftIncendiaryAP20SlugDesc,,,,,A bundle of [FF6600]incendiary[FFFFFF] 12ga AP-20 Slug ammunition.,,,,,,,,,,,,,一束[FF6600]燃燒彈[FFFFFF]12ga AP-20 Slug彈藥。
asylumRecycleKitEft12755PS12,,,,,[73ccff] Eft12755 P S12 Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft12755 P S12 回收套件 [-]
asylumRecycleKitEft12755PS12Desc,,,,,"Open to recover 20x High Caliber Bullet Tips, 550x Red Gunpowder, 10x High Caliber Casings from 10 rounds of Eft12755 P S12.",,,,,,,,,,,,,打開後可從 10 發 Eft12755 P S12 中回收 20 個高口徑子彈頭、550 個紅色火藥、10 個高口徑彈殼。
asylumRecycleKitBulkEft12755PS12,,,,,[FFD700]Bulk Eft12755 P S12 Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft12755 P S12 回收套件 [-]
asylumRecycleKitBulkEft12755PS12Desc,,,,,"Open to recover 200x High Caliber Bullet Tips, 5500x Red Gunpowder, 100x High Caliber Casings from 100 rounds of Eft12755 P S12.",,,,,,,,,,,,,打開後可從 100 發 Eft12755 P S12 中回收 200x 高口徑子彈頭、5500x 紅色火藥、100x 高口徑彈殼。
asylumRecycleKitEft12755PS12A,,,,,[73ccff] Eft12755 P S12 A Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft12755 P S12 A 回收套件 [-]
asylumRecycleKitEft12755PS12ADesc,,,,,"Open to recover 30x High Caliber Bullet Tips, 520x Red Gunpowder, 10x High Caliber Casings from 10 rounds of Eft12755 P S12 A.",,,,,,,,,,,,,打開可從 10 發 Eft12755 P S12 A 中回收 30x 高口徑子彈頭、520x 紅色火藥、10x 高口徑彈殼。
asylumRecycleKitBulkEft12755PS12A,,,,,[FFD700]Bulk Eft12755 P S12 A Recycling Kit[-],,,,,,,,,,,,,[FFD700] 批量 Eft12755 P S12 A 回收套件 [-]
asylumRecycleKitBulkEft12755PS12ADesc,,,,,"Open to recover 300x High Caliber Bullet Tips, 5200x Red Gunpowder, 100x High Caliber Casings from 100 rounds of Eft12755 P S12 A.",,,,,,,,,,,,,打開可從 100 發 Eft12755 P S12 A 中回收 300x 高口徑子彈頭、5200x 紅色火藥、100x 高口徑彈殼。
asylumRecycleKitEft12755PS12B,,,,,[73ccff] Eft12755 P S12 B Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft12755 P S12 B 回收套件 [-]
asylumRecycleKitEft12755PS12BDesc,,,,,"Open to recover 20x High Caliber Bullet Tips, 580x Red Gunpowder, 10x High Caliber Casings from 10 rounds of Eft12755 P S12 B.",,,,,,,,,,,,,打開可從 10 發 Eft12755 P S12 B 中回收 20 個高口徑子彈頭、580 個紅色火藥、10 個高口徑彈殼。
asylumRecycleKitBulkEft12755PS12B,,,,,[FFD700]Bulk Eft12755 P S12 B Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft12755 P S12 B 回收套件 [-]
asylumRecycleKitBulkEft12755PS12BDesc,,,,,"Open to recover 200x High Caliber Bullet Tips, 5800x Red Gunpowder, 100x High Caliber Casings from 100 rounds of Eft12755 P S12 B.",,,,,,,,,,,,,打開可從 100 發 Eft12755 P S12 B 中回收 200x 高口徑子彈頭、5800x 紅色火藥、100x 高口徑彈殼。
asylumRecycleKitEft20GBuck,,,,,[73ccff] Eft20 G Buck Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft20 G Buck 回收套件 [-]
asylumRecycleKitEft20GBuckDesc,,,,,"Open to recover 80x Buckshot, 260x Red Gunpowder, 10x Empty Shotgun Shells from 10 rounds of Eft20 G Buck.",,,,,,,,,,,,,打開可從 10 發 Eft20 G Buck 中回收 80x Buckshot、260x 紅色火藥、10x 空霰彈槍彈。
asylumRecycleKitBulkEft20GBuck,,,,,[FFD700]Bulk Eft20 G Buck Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft20 G Buck 回收套件 [-]
asylumRecycleKitBulkEft20GBuckDesc,,,,,"Open to recover 800x Buckshot, 2600x Red Gunpowder, 100x Empty Shotgun Shells from 100 rounds of Eft20 G Buck.",,,,,,,,,,,,,打開可從 100 發 Eft20 G Buck 中回收 800x Buckshot、2600x 紅色火藥、100x 空霰彈槍彈。
asylumRecycleKitEft300blk,,,,,[73ccff] Eft300blk Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft300blk 回收套件 [-]
asylumRecycleKitEft300blkDesc,,,,,"Open to recover 10x High Caliber Bullet Tips, 130x Green Gunpowder, 10x Medium Caliber Casings from 10 rounds of Eft300blk.",,,,,,,,,,,,,打開後可從 10 發 Eft300blk 中回收 10x 高口徑子彈頭、130x 綠色火藥、10x 中口徑彈殼。
asylumRecycleKitBulkEft300blk,,,,,[FFD700]Bulk Eft300blk Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft300blk 回收套件 [-]
asylumRecycleKitBulkEft300blkDesc,,,,,"Open to recover 100x High Caliber Bullet Tips, 1300x Green Gunpowder, 100x Medium Caliber Casings from 100 rounds of Eft300blk.",,,,,,,,,,,,,打開後可從 100 發 Eft300blk 中回收 100x 高口徑子彈頭、1300x 綠色火藥、100x 中口徑彈殼。
asylumRecycleKitEft300blkAP,,,,,[73ccff] Eft300blk A P Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft300blk A P 回收套件 [-]
asylumRecycleKitEft300blkAPDesc,,,,,"Open to recover 10x High Caliber Bullet Tips, 130x Green Gunpowder, 10x Medium Caliber Casings from 10 rounds of Eft300blk A P.",,,,,,,,,,,,,打開可從 10 發 Eft300blk A P 中回收 10x 高口徑子彈頭、130x 綠色火藥、10x 中口徑彈殼。
asylumRecycleKitBulkEft300blkAP,,,,,[FFD700]Bulk Eft300blk A P Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft300blk A P 回收套件 [-]
asylumRecycleKitBulkEft300blkAPDesc,,,,,"Open to recover 100x High Caliber Bullet Tips, 1300x Green Gunpowder, 100x Medium Caliber Casings from 100 rounds of Eft300blk A P.",,,,,,,,,,,,,打開後可從 100 發 Eft300blk A P 中回收 100x 高口徑子彈頭、1300x 綠色火藥、100x 中口徑彈殼。
asylumRecycleKitEft300blkHP,,,,,[73ccff] Eft300blk H P Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft300blk HP 回收套件 [-]
asylumRecycleKitEft300blkHPDesc,,,,,"Open to recover 20x High Caliber Bullet Tips, 120x Green Gunpowder, 10x Medium Caliber Casings from 10 rounds of Eft300blk H P.",,,,,,,,,,,,,打開可從 10 發 Eft300blk H P 中回收 20x 高口徑子彈頭、120x 綠色火藥、10x 中口徑彈殼。
asylumRecycleKitBulkEft300blkHP,,,,,[FFD700]Bulk Eft300blk H P Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft300blk HP 回收套件 [-]
asylumRecycleKitBulkEft300blkHPDesc,,,,,"Open to recover 200x High Caliber Bullet Tips, 1200x Green Gunpowder, 100x Medium Caliber Casings from 100 rounds of Eft300blk H P.",,,,,,,,,,,,,打開可從 100 發 Eft300blk H P 中回收 200x 高口徑子彈頭、1200x 綠色火藥、100x 中口徑彈殼。
asylumRecycleKitEft308ME,,,,,[73ccff] Eft308 M E Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft308 M E 回收套件 [-]
asylumRecycleKitEft308MEDesc,,,,,"Open to recover 10x Medium Caliber Bullet Tips, 350x Green Gunpowder, 10x Low Caliber Casings from 10 rounds of Eft308 M E.",,,,,,,,,,,,,打開可從 10 發 Eft308 M E 中回收 10x 中口徑子彈頭、350x 綠色火藥、10x 低口徑彈殼。
asylumRecycleKitBulkEft308ME,,,,,[FFD700]Bulk Eft308 M E Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft308 M E 回收套件 [-]
asylumRecycleKitBulkEft308MEDesc,,,,,"Open to recover 100x Medium Caliber Bullet Tips, 3500x Green Gunpowder, 100x Low Caliber Casings from 100 rounds of Eft308 M E.",,,,,,,,,,,,,打開可從 100 發 Eft308 M E 中回收 100x 中口徑子彈頭、3500x 綠色火藥、100x 低口徑彈殼。
asylumRecycleKitEft338,,,,,[73ccff] Eft338 Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft338 回收套件 [-]
asylumRecycleKitEft338Desc,,,,,"Open to recover 10x High Caliber Bullet Tips, 540x Red Gunpowder, 10x High Caliber Casings from 10 rounds of Eft338.",,,,,,,,,,,,,打開後可從 10 發 Eft338 中回收 10x 高口徑子彈頭、540x 紅色火藥、10x 高口徑彈殼。
asylumRecycleKitBulkEft338,,,,,[FFD700]Bulk Eft338 Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft338 回收套件 [-]
asylumRecycleKitBulkEft338Desc,,,,,"Open to recover 100x High Caliber Bullet Tips, 5400x Red Gunpowder, 100x High Caliber Casings from 100 rounds of Eft338.",,,,,,,,,,,,,打開後可從 100 發 Eft338 中回收 100x 高口徑子彈頭、5400x 紅色火藥、100x 高口徑彈殼。
asylumRecycleKitEft338AP,,,,,[73ccff] Eft338 A P Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft338 A P 回收套件 [-]
asylumRecycleKitEft338APDesc,,,,,"Open to recover 10x High Caliber Bullet Tips, 570x Red Gunpowder, 10x High Caliber Casings from 10 rounds of Eft338 A P.",,,,,,,,,,,,,打開可從 10 發 Eft338 A P 中回收 10x 高口徑子彈頭、570x 紅色火藥、10x 高口徑彈殼。
asylumRecycleKitBulkEft338AP,,,,,[FFD700]Bulk Eft338 A P Recycling Kit[-],,,,,,,,,,,,,[FFD700] 批量 Eft338 A P 回收套件 [-]
asylumRecycleKitBulkEft338APDesc,,,,,"Open to recover 100x High Caliber Bullet Tips, 5700x Red Gunpowder, 100x High Caliber Casings from 100 rounds of Eft338 A P.",,,,,,,,,,,,,打開可從 100 發 Eft338 A P 中回收 100x 高口徑子彈頭、5700x 紅色火藥、100x 高口徑彈殼。
asylumRecycleKitEft338HP,,,,,[73ccff] Eft338 H P Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft338 HP 回收套件 [-]
asylumRecycleKitEft338HPDesc,,,,,"Open to recover 20x High Caliber Bullet Tips, 510x Red Gunpowder, 10x High Caliber Casings from 10 rounds of Eft338 H P.",,,,,,,,,,,,,打開可從 10 發 Eft338 H P 中回收 20x 高口徑子彈頭、510x 紅色火藥、10x 高口徑彈殼。
asylumRecycleKitBulkEft338HP,,,,,[FFD700]Bulk Eft338 H P Recycling Kit[-],,,,,,,,,,,,,[FFD700] 批量 Eft338 HP 回收套件 [-]
asylumRecycleKitBulkEft338HPDesc,,,,,"Open to recover 200x High Caliber Bullet Tips, 5100x Red Gunpowder, 100x High Caliber Casings from 100 rounds of Eft338 H P.",,,,,,,,,,,,,打開可從 100 發 Eft338 H P 中回收 200x 高口徑子彈頭、5100x 紅色火藥、100x 高口徑彈殼。
asylumRecycleKitEft4046381,,,,,[73ccff] Eft4046381 Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft4046381 回收套件 [-]
asylumRecycleKitEft4046381Desc,,,,,"Open to recover 20x Mechanical Parts, 20x TNT Bricks, 20x Forged Steel, 1500x OFZ 30x165mm Shells from 10 rounds of Eft4046381.",,,,,,,,,,,,,打開後可從 10 發 Eft4046381 中回收 20 個機械零件、20 個 TNT 磚塊、20 個鍛鋼、1500 個 OFZ 30x165 毫米砲彈。
asylumRecycleKitBulkEft4046381,,,,,[FFD700]Bulk Eft4046381 Recycling Kit[-],,,,,,,,,,,,,[FFD700] 批量 Eft4046381 回收套件 [-]
asylumRecycleKitBulkEft4046381Desc,,,,,"Open to recover 200x Mechanical Parts, 200x TNT Bricks, 200x Forged Steel, 15000x OFZ 30x165mm Shells from 100 rounds of Eft4046381.",,,,,,,,,,,,,打開後可從 100 發 Eft4046381 中回收 200x 機械零件、200x TNT 磚、200x 鍛鋼、15000x OFZ 30x165mm 砲彈。
asylumRecycleKitEft4046576,,,,,[73ccff] Eft4046576 Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft4046576 回收套件 [-]
asylumRecycleKitEft4046576Desc,,,,,"Open to recover 1000x Buckshot, 20x Forged Steel, 20x Mechanical Parts, 1000x Red Gunpowder, 2750x OFZ 30x165mm Shells from 10 rounds of Eft4046576.",,,,,,,,,,,,,打開後可從 10 發 Eft4046576 中回收 1000x 鉛彈、20x 鍛鋼、20x 機械零件、1000x 紅色火藥、2750x OFZmm 砲彈。
asylumRecycleKitBulkEft4046576,,,,,[FFD700]Bulk Eft4046576 Recycling Kit[-],,,,,,,,,,,,,[FFD700] 批量 Eft4046576 回收套件 [-]
asylumRecycleKitBulkEft4046576Desc,,,,,"Open to recover 10000x Buckshot, 200x Forged Steel, 200x Mechanical Parts, 10000x Red Gunpowder, 27500x OFZ 30x165mm Shells from 100 rounds of Eft4046576.",,,,,,,,,,,,,打開後可從 100 發 Eft4046576 中回收 10000x 鉛彈、200x 鍛鋼、200x 機械零件、10000x 紅色火藥、27500x OFZmm 砲彈。
asylumRecycleKitEft4053vog25,,,,,[73ccff] Eft4053vog25 Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft4053vog25 回收套件 [-]
asylumRecycleKitEft4053vog25Desc,,,,,"Open to recover 20x Mechanical Parts, 20x TNT Bricks, 20x Forged Steel, 2500x OFZ 30x165mm Shells from 10 rounds of Eft4053vog25.",,,,,,,,,,,,,打開後可從 10 發 Eft4053vog25 中回收 20 個機械零件、20 個 TNT 磚塊、20 個鍛鋼、2500 個 OFZ 30x165 毫米砲彈。
asylumRecycleKitBulkEft4053vog25,,,,,[FFD700]Bulk Eft4053vog25 Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft4053vog25 回收套件 [-]
asylumRecycleKitBulkEft4053vog25Desc,,,,,"Open to recover 200x Mechanical Parts, 200x TNT Bricks, 200x Forged Steel, 25000x OFZ 30x165mm Shells from 100 rounds of Eft4053vog25.",,,,,,,,,,,,,打開後可從 100 發 Eft4053vog25 中回收 200x 機械零件、200x TNT 磚、200x 鍛造鋼、25000x OFZ 30x165mm 砲彈。
asylumRecycleKitEft45ACP,,,,,[73ccff] Eft45 A C P Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft45 A C P 回收套件 [-]
asylumRecycleKitEft45ACPDesc,,,,,"Open to recover 20x Low Caliber Bullet Tips, 60x Gunpowder, 10x Low Caliber Casings from 10 rounds of Eft45 A C P.",,,,,,,,,,,,,打開可從 10 發 Eft45 A C P 中回收 20x 低口徑子彈頭、60x 火藥、10x 低口徑彈殼。
asylumRecycleKitBulkEft45ACP,,,,,[FFD700]Bulk Eft45 A C P Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft45 A C P 回收套件 [-]
asylumRecycleKitBulkEft45ACPDesc,,,,,"Open to recover 200x Low Caliber Bullet Tips, 600x Gunpowder, 100x Low Caliber Casings from 100 rounds of Eft45 A C P.",,,,,,,,,,,,,打開後可從 100 發 Eft45 A C P 中回收 200x 低口徑子彈頭、600x 火藥、100x 低口徑彈殼。
asylumRecycleKitEft45ACPAP,,,,,[73ccff] Eft45 A C P A P Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft45 A C P A P 回收套件 [-]
asylumRecycleKitEft45ACPAPDesc,,,,,"Open to recover 20x Low Caliber Bullet Tips, 60x Gunpowder, 10x Low Caliber Casings from 10 rounds of Eft45 A C P A P.",,,,,,,,,,,,,打開後可從 10 發 Eft45 A C P A P 中回收 20 個低口徑子彈頭、60 個火藥、10 個低口徑彈殼。
asylumRecycleKitBulkEft45ACPAP,,,,,[FFD700]Bulk Eft45 A C P A P Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft45 A C P A P 回收套件 [-]
asylumRecycleKitBulkEft45ACPAPDesc,,,,,"Open to recover 200x Low Caliber Bullet Tips, 600x Gunpowder, 100x Low Caliber Casings from 100 rounds of Eft45 A C P A P.",,,,,,,,,,,,,打開後可從 100 發 Eft45 A C P A P 中回收 200x 低口徑子彈頭、600x 火藥、100x 低口徑彈殼。
asylumRecycleKitEft45ACPRIP,,,,,[73ccff] Eft45 A C P R I P Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft45 A C P R I P 回收套件 [-]
asylumRecycleKitEft45ACPRIPDesc,,,,,"Open to recover 30x Low Caliber Bullet Tips, 50x Gunpowder, 10x Low Caliber Casings from 10 rounds of Eft45 A C P R I P.",,,,,,,,,,,,,打開後可從 10 發 Eft45 A C P R I P 中回收 30 個低口徑子彈頭、50 個火藥、10 個低口徑彈殼。
asylumRecycleKitBulkEft45ACPRIP,,,,,[FFD700]Bulk Eft45 A C P R I P Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft45 A C P R I P 回收套件 [-]
asylumRecycleKitBulkEft45ACPRIPDesc,,,,,"Open to recover 300x Low Caliber Bullet Tips, 500x Gunpowder, 100x Low Caliber Casings from 100 rounds of Eft45 A C P R I P.",,,,,,,,,,,,,打開可從 100 發 Eft45 A C P R I P 中回收 300x 低口徑子彈頭、500x 火藥、100x 低口徑彈殼。
asylumRecycleKitEft4630mmHK,,,,,[73ccff] Eft4630mm H K Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft4630mm H K 回收套件 [-]
asylumRecycleKitEft4630mmHKDesc,,,,,"Open to recover 10x Low Caliber Bullet Tips, 30x Gunpowder, 10x Low Caliber Casings from 10 rounds of Eft4630mm H K.",,,,,,,,,,,,,打開後可從 10 發 Eft4630mm H K 子彈中回收 10x 低口徑子彈頭、30x 火藥、10x 低口徑彈殼。
asylumRecycleKitBulkEft4630mmHK,,,,,[FFD700]Bulk Eft4630mm H K Recycling Kit[-],,,,,,,,,,,,,[FFD700] 散裝 Eft4630mm H K 回收套件 [-]
asylumRecycleKitBulkEft4630mmHKDesc,,,,,"Open to recover 100x Low Caliber Bullet Tips, 300x Gunpowder, 100x Low Caliber Casings from 100 rounds of Eft4630mm H K.",,,,,,,,,,,,,打開後可從 100 發 Eft4630mm H K 子彈中回收 100x 低口徑子彈頭、300x 火藥、100x 低口徑彈殼。
asylumRecycleKitEft4630mmHKAP,,,,,[73ccff] Eft4630mm H K A P Recycling Kit[-],,,,,,,,,,,,,[73ccff] Eft4630mm H K A P 回收套件 [-]
